C_29_4_11.pdb > C_29_4_11.data (lammps datafile)

5084 atoms
976 bonds
488 angles
0 dihedrals
0 impropers

3 atom types
1 bond types
1 angle types

0.0 150 xlo xhi
0.0 150 ylo yhi
0.0 288.378 zlo zhi

Masses

1 12.011
2 1.008
3 15.9994

Atoms

1 1 1 0.0 80.209 78.477 0.457
2 1 1 0.0 80.015 79.469 1.466
3 1 1 0.0 80.217 78.386 5.608
4 1 1 0.0 79.455 80.726 1.094
5 1 1 0.0 78.848 81.533 2.103
6 1 1 0.0 80.107 79.113 2.847
7 1 1 0.0 79.795 80.073 3.856
8 1 1 0.0 79.929 79.731 5.236
9 1 1 0.0 79.503 80.647 6.246
10 1 1 0.0 80.234 78.018 6.989
11 1 1 0.0 80.127 79.023 7.998
12 1 1 0.0 80.188 78.660 9.379
13 1 1 0.0 79.959 79.644 10.388
14 1 1 0.0 80.199 78.569 14.530
15 1 1 0.0 77.480 82.608 0.351
16 1 1 0.0 77.796 82.420 1.731
17 1 1 0.0 76.898 82.882 2.740
18 1 1 0.0 79.087 81.253 3.484
19 1 1 0.0 78.386 81.981 4.493
20 1 1 0.0 78.657 81.732 5.874
21 1 1 0.0 77.873 82.370 6.883
22 1 1 0.0 79.678 80.323 7.626
23 1 1 0.0 79.143 81.181 8.635
24 1 1 0.0 79.356 80.881 10.016
25 1 1 0.0 78.722 81.667 11.025
26 1 1 0.0 80.064 79.292 11.769
27 1 1 0.0 79.718 80.241 12.778
28 1 1 0.0 79.865 79.903 14.159
29 1 1 0.0 79.407 80.804 15.168
30 1 1 0.0 80.229 78.202 15.911
31 1 1 0.0 80.087 79.202 16.920
32 1 1 0.0 80.160 78.842 18.301
33 1 1 0.0 79.898 79.818 19.310
34 1 1 0.0 80.232 78.110 21.063
35 1 1 0.0 80.175 78.751 23.453
36 1 1 0.0 75.198 83.253 0.988
37 1 1 0.0 75.564 83.222 2.369
38 1 1 0.0 74.554 83.245 3.378
39 1 1 0.0 77.235 82.734 4.121
40 1 1 0.0 76.287 83.084 5.130
41 1 1 0.0 76.639 82.978 6.511
42 1 1 0.0 75.656 83.210 7.520
43 1 1 0.0 78.172 82.155 8.264
44 1 1 0.0 77.317 82.693 9.273
45 1 1 0.0 77.640 82.517 10.654
46 1 1 0.0 76.726 82.947 11.663
47 1 1 0.0 78.970 81.395 12.406
48 1 1 0.0 78.244 82.099 13.415
49 1 1 0.0 78.524 81.859 14.796
50 1 1 0.0 77.718 82.469 15.805
51 1 1 0.0 79.593 80.487 16.549
52 1 1 0.0 79.029 81.325 17.558
53 1 1 0.0 79.252 81.033 18.938
54 1 1 0.0 78.591 81.796 19.948
55 1 1 0.0 80.015 79.469 20.691
56 1 1 0.0 79.636 80.405 21.700
57 1 1 0.0 79.795 80.073 23.081
58 1 1 0.0 79.305 80.957 24.090
59 1 1 0.0 80.217 78.386 24.833
60 1 1 0.0 80.040 79.380 25.843
61 1 1 0.0 80.127 79.023 27.223
62 1 1 0.0 79.831 79.989 28.232
63 1 1 0.0 80.224 78.294 29.985
64 1 1 0.0 80.144 78.932 32.375
65 1 1 0.0 73.826 83.142 0.616
66 1 1 0.0 72.863 82.837 1.625
67 1 1 0.0 73.206 82.969 3.006
68 1 1 0.0 72.287 82.550 4.015
69 1 1 0.0 74.922 83.259 4.759
70 1 1 0.0 73.916 83.160 5.768
71 1 1 0.0 74.280 83.218 7.148
72 1 1 0.0 73.294 82.999 8.157
73 1 1 0.0 76.018 83.147 8.901
74 1 1 0.0 75.014 83.259 9.910
75 1 1 0.0 75.381 83.240 11.291
76 1 1 0.0 74.371 83.229 12.300
77 1 1 0.0 77.067 82.811 13.043
78 1 1 0.0 76.108 83.128 14.052
79 1 1 0.0 76.464 83.034 15.433
80 1 1 0.0 75.473 83.232 16.442
81 1 1 0.0 78.025 82.265 17.186
82 1 1 0.0 77.151 82.773 18.195
83 1 1 0.0 77.480 82.608 19.576
84 1 1 0.0 76.552 83.006 20.585
85 1 1 0.0 78.848 81.533 21.328
86 1 1 0.0 78.099 82.211 22.337
87 1 1 0.0 78.386 81.981 23.718
88 1 1 0.0 77.560 82.563 24.727
89 1 1 0.0 79.503 80.647 25.471
90 1 1 0.0 78.910 81.465 26.480
91 1 1 0.0 79.143 81.181 27.861
92 1 1 0.0 78.455 81.921 28.870
93 1 1 0.0 79.959 79.644 29.613
94 1 1 0.0 79.548 80.567 30.622
95 1 1 0.0 79.718 80.241 32.003
96 1 1 0.0 79.198 81.107 33.012
97 1 1 0.0 80.199 78.569 33.756
98 1 1 0.0 79.988 79.557 34.765
99 1 1 0.0 80.087 79.202 36.146
100 1 1 0.0 79.757 80.157 37.155
101 1 1 0.0 80.209 78.477 38.907
102 1 1 0.0 80.232 78.110 40.288
103 1 1 0.0 80.107 79.113 41.297
104 1 1 0.0 80.234 78.018 45.440
105 1 1 0.0 70.029 79.965 0.510
106 1 1 0.0 71.677 82.140 1.253
107 1 1 0.0 70.943 81.446 2.262
108 1 1 0.0 71.194 81.714 3.643
109 1 1 0.0 70.550 80.936 4.652
110 1 1 0.0 72.612 82.723 5.396
111 1 1 0.0 71.750 82.196 6.405
112 1 1 0.0 72.052 82.406 7.786
113 1 1 0.0 71.260 81.778 8.795
114 1 1 0.0 73.647 83.100 9.538
115 1 1 0.0 72.695 82.763 10.547
116 1 1 0.0 73.034 82.906 11.928
117 1 1 0.0 72.129 82.456 12.937
