---------- Begin SLURM Prolog ----------
Job ID:        7313753
Username:      sportega
Accountname:   lc_an2
Name:          c
Partition:     main
Nodelist:      hpc3888
TasksPerNode:  16
CPUsPerTask:   Default[1]
TMPDIR:        /tmp/7313753.main
SCRATCHDIR:    /staging/scratch/7313753
Cluster:       uschpc
HSDA Account:  false
---------- 2020-05-12 05:34:40 ---------
LAMMPS (7 Aug 2019)
OMP_NUM_THREADS environment is not set. Defaulting to 1 thread. (../comm.cpp:93)
  using 1 OpenMP thread(s) per MPI task
using multi-threaded neighbor list subroutines
Reading restart file ...
  restart file = 7 Aug 2019, LAMMPS = 7 Aug 2019
  restoring atom style full from restart
  orthogonal box = (0 0 0) to (150 150 288.378)
  1 by 1 by 16 MPI processor grid
  restoring pair style lj/cut/tip4p/long from restart
  restoring bond style harmonic from restart
  restoring angle style harmonic from restart
  5084 atoms
  976 bonds
  488 angles
Finding 1-2 1-3 1-4 neighbors ...
  special bond factors lj:   0          0          0         
  special bond factors coul: 0          0          0         
  2 = max # of 1-2 neighbors
  1 = max # of 1-3 neighbors
  1 = max # of 1-4 neighbors
  2 = max # of special neighbors
  special bonds CPU = 0.000956059 secs
  read_restart CPU = 0.057318 secs
1464 atoms in group 5Water_atoms
3620 atoms in group 6CNT_atoms
976 atoms in group 8Hydrogen
488 atoms in group 7Oxygen
Finding SHAKE clusters ...
  0 = # of size 2 clusters
  0 = # of size 3 clusters
  0 = # of size 4 clusters
  488 = # of frozen angles
  find clusters CPU = 0.000634909 secs
PPPM initialization ...
  extracting TIP4P info from pair style
  using 12-bit tables for long-range coulomb (../kspace.cpp:323)
  G vector (1/distance) = 0.243104
  grid = 64 64 108
  stencil order = 5
  estimated absolute RMS force accuracy = 0.00402049
  estimated relative force accuracy = 1.21076e-05
  using double precision KISS FFT
  3d grid and FFT values/proc = 61893 28672
No /omp style for force computation currently active
Neighbor list info ...
  update every 1 steps, delay 10 steps, check yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 12.3154
  ghost atom cutoff = 12.3154
  binsize = 6.1577, bins = 25 25 47
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair lj/cut/tip4p/long, perpetual
      attributes: half, newton on, omp
      pair build: half/bin/newton/omp
      stencil: half/bin/3d/newton
      bin: standard
Setting up Verlet run ...
  Unit style    : real
  Current step  : 3000000
  Time step     : 1
Per MPI rank memory allocation (min/avg/max) = 17.19 | 17.65 | 17.93 Mbytes
PotEng KinEng TotEng c_ke_H2O c_ke_CNT c_pe_sumH2O c_pe_sumCNT Temp c_temwater c_temcnt Press Pxx Pzz E_coul E_long Step 
  -5929.9928    790.08277   -5139.9101    790.08277            0   -5438.3275    -491.6653    57.683655    271.85271            0    57.876105    74.105221    18.950914    34366.532   -41265.118  3730000 
  -5878.4236    808.13255   -5070.2911    808.13255            0    -5391.206   -487.21765    59.001463    278.06331            0    58.708502    77.670967    22.457508    34421.843   -41267.462  3732000 
  -5847.0999     805.7317   -5041.3682     805.7317            0   -5365.7597   -481.34021    58.826178    277.23722            0    59.023103    80.160109    23.382741    34468.999   -41264.084  3734000 
   -5848.366    787.55698    -5060.809    787.55698            0   -5358.8127   -489.55338    57.499249    270.98364            0    58.973992     75.57591    23.277927    34455.779   -41264.625  3736000 
  -5879.4661    787.20725   -5092.2589    787.20725            0   -5380.3909   -499.07519    57.473715     270.8633            0    58.219718    72.808475    26.320673    34448.762   -41264.766  3738000 
  -5865.3461    792.65933   -5072.6868    792.65933            0   -5382.1302    -483.2159    57.871769    272.73926            0    60.878372    79.277985    21.689503    34384.475   -41264.835  3740000 
  -5908.7077    761.30365    -5147.404    761.30365            0   -5423.6015   -485.10612    55.582502    261.95036            0    57.674266    72.778137    22.795015    34418.005   -41266.231  3742000 
  -5881.8875    768.46736   -5113.4201    768.46736            0   -5393.2409   -488.64655    56.105522    264.41526            0    58.815724    75.178915    26.685889    34425.448   -41264.163  3744000 
  -5865.9498    770.17078   -5095.7791    770.17078            0   -5380.8641   -485.08578    56.229888    265.00137            0     58.89827    81.619133    21.135989    34443.195   -41265.034  3746000 
  -5870.9772     764.3625   -5106.6147     764.3625            0    -5383.642   -487.33523    55.805828    263.00285            0    60.092137    78.497712    22.593876    34394.147   -41264.728  3748000 
  -5896.5111    787.19046   -5109.3207    787.19046            0   -5391.1053   -505.40585    57.472489    270.85752            0    59.025126    77.701656    26.898554    34394.417    -41266.28  3750000 
   -5827.489    792.95063   -5034.5384    792.95063            0   -5339.5517   -487.93728    57.893036    272.83949            0    60.411509     78.44937     23.96887     34452.43   -41263.473  3752000 
  -5865.2224    769.56491   -5095.6575    769.56491            0    -5369.249   -495.97338    56.185654     264.7929            0    59.978738    80.590295    22.349587    34403.885   -41264.693  3754000 
  -5858.6264    779.58627   -5079.0401    779.58627            0   -5368.8237    -489.8027     56.91731    268.24106            0    58.207204    77.093827    24.343719    34477.453   -41265.385  3756000 
  -5874.0553    760.99047   -5113.0648    760.99047            0   -5387.5596   -486.49568    55.559637     261.8426            0    57.618877     73.36947    24.679891    34472.165   -41263.318  3758000 
  -5896.5493     787.4509   -5109.0984     787.4509            0   -5402.8548   -493.69444    57.491504    270.94714            0    59.807896    74.334187    28.673901    34364.549   -41264.154  3760000 
  -5875.4409    760.15746   -5115.2835    760.15746            0   -5378.0308   -497.41012    55.498819    261.55597            0    58.144247    74.322318    26.735575    34446.845   -41264.293  3762000 
  -5869.0861    730.99779   -5138.0883    730.99779            0   -5379.0916   -489.99447    53.369883    251.52268            0    58.650086    74.794732    23.986705    34443.423   -41265.552  3764000 
  -5835.2642    803.63703   -5031.6272    803.63703            0   -5358.2813   -476.98293    58.673247    276.51648            0    58.989012    76.271192    22.143373    34502.299   -41264.063  3766000 
  -5817.3507    774.82048   -5042.5303    774.82048            0   -5329.2232   -488.12755    56.569361    266.60124            0    58.914648    74.390355    26.628152    34517.512   -41264.372  3768000 
  -5895.2398    765.39577   -5129.8441    765.39577            0   -5400.7926    -494.4472    55.881267    263.35838            0    58.656543    75.389046    24.663956    34400.934   -41266.013  3770000 
  -5869.0106    785.70976   -5083.3008    785.70976            0    -5385.831   -483.17956    57.364384    270.34804            0    58.769015     79.48589    22.469485    34457.224   -41267.603  3772000 
  -5889.8033    741.96299   -5147.8403    741.96299            0   -5385.9918   -503.81153    54.170448     255.2956            0    59.604967    74.459362    26.162336    34360.619   -41262.742  3774000 
   -5876.783    793.25216   -5083.5308    793.25216            0    -5383.313   -493.47001    57.915051    272.94324            0    59.178441    77.529133    28.354183    34423.804   -41264.715  3776000 
  -5894.8216    793.10505   -5101.7166    793.10505            0   -5403.5437   -491.27793    57.904311    272.89262            0    57.993457    73.859131     20.42982    34426.972   -41265.481  3778000 
  -5865.2592    768.99773   -5096.2615    768.99773            0   -5376.7582   -488.50099    56.144244    264.59774            0    59.929565    77.181779    26.506905    34397.637    -41263.52  3780000 
   -5848.297     807.4087   -5040.8883     807.4087            0    -5370.012     -478.285    58.948615    277.81424            0    59.253325    76.568598    25.948061    34459.092   -41266.104  3782000 
  -5859.0529    802.80404   -5056.2489    802.80404            0   -5371.7784   -487.27456     58.61243    276.22986            0    58.890143    74.739277    27.744435    34462.865   -41263.978  3784000 
  -5894.2501    787.92954   -5106.3206    787.92954            0   -5403.1054   -491.14466    57.526449    271.11183            0    58.975502    78.916167     22.47378    34397.537   -41265.486  3786000 
  -5871.1027    750.86548   -5120.2372    750.86548            0   -5374.0941   -497.00858    54.820415    258.35878            0    59.670883     75.12605    26.665253    34400.064   -41264.455  3788000 
   -5861.611    824.17493   -5037.4361    824.17493            0   -5371.7348   -489.87622    60.172712    283.58319            0    58.418576    71.486214    26.600889    34476.651   -41265.841  3790000 
  -5868.8635    785.81032   -5083.0532    785.81032            0   -5378.8088   -490.05472    57.371725    270.38264            0    59.412696    75.247082    23.893387    34419.657   -41264.105  3792000 
  -5846.3488    796.25362   -5050.0952    796.25362            0   -5368.6522   -477.69662    58.134187    273.97599            0    58.470927    75.587429    25.584105    34496.908   -41265.336  3794000 
  -5864.9063    801.34413   -5063.5622    801.34413            0   -5375.7849   -489.12143    58.505843    275.72754            0    59.146869    77.868852    22.176516    34438.356   -41266.065  3796000 
  -5868.0508    786.35963   -5081.6911    786.35963            0   -5380.0394   -488.01134     57.41183    270.57165            0    59.593884    78.051932    24.742871    34417.357    -41267.19  3798000 
  -5867.4697     749.7089   -5117.7608     749.7089            0   -5381.1098   -486.35988    54.735974    257.96082            0    59.206049    76.809942     19.98843    34430.571   -41263.495  3800000 
  -5860.3469    775.53441   -5084.8125    775.53441            0   -5370.2887   -490.05819    56.621485    266.84689            0    59.470638    78.981229    23.159198    34431.015   -41262.899  3802000 
  -5941.5916    762.55685   -5179.0348    762.55685            0   -5443.2963   -498.29535    55.673998    262.38156            0    59.600843    73.100712    24.454969    34307.182   -41266.756  3804000 
  -5843.9355    790.58214   -5053.3533    790.58214            0    -5357.774   -486.16143    57.720114    272.02454            0    59.609832    75.337201    26.387119    34455.675   -41264.133  3806000 
  -5909.5002    812.89148   -5096.6088    812.89148            0    -5411.603    -497.8972    59.348911    279.70076            0    60.413773    76.595062    23.567863    34329.299   -41266.345  3808000 
  -5887.1925     786.5652   -5100.6273     786.5652            0   -5397.3032   -489.88934    57.426839    270.64238            0    59.611674    80.614067    23.522384    34396.713   -41267.026  3810000 
   -5860.645    761.73791   -5098.9071    761.73791            0    -5381.582   -479.06302    55.614208    262.09978            0    58.337577    74.700018    23.412305     34472.86   -41264.716  3812000 
  -5904.8822    772.91003   -5131.9722    772.91003            0   -5402.4619   -502.42032     56.42988     265.9439            0    57.473757     76.17336    21.645543    34417.492   -41264.329  3814000 
  -5876.5495     806.2991   -5070.2504     806.2991            0   -5382.5027    -494.0467    58.867604    277.43245            0    58.689309    76.966378    24.745563    34432.059   -41265.121  3816000 
  -5874.0981    794.92071   -5079.1773    794.92071            0   -5392.2296    -481.8685    58.036871    273.51736            0    59.425082    76.263758    18.763361    34420.102   -41264.486  3818000 
  -5861.6527    769.11649   -5092.5362    769.11649            0   -5371.7351    -489.9176    56.152915    264.63861            0    60.276795    77.945016    25.627735    34399.546   -41265.325  3820000 
  -5872.5838    753.40865   -5119.1752    753.40865            0   -5393.6296   -478.95422    55.006091    259.23384            0    58.740678    79.279676    22.081674    34436.244   -41265.594  3822000 
  -5856.3681    783.40187   -5072.9662    783.40187            0   -5363.5209   -492.84713    57.195885    269.55394            0    60.831098    77.686589    25.665128    34388.338    -41263.18  3824000 
  -5861.9935    809.65618   -5052.3373    809.65618            0   -5371.7565   -490.23701    59.112703    278.58756            0    58.860573    79.033574    21.683936    34454.065   -41265.224  3826000 
   -5895.202    780.28132   -5114.9207    780.28132            0   -5407.2101   -487.99193    56.968055    268.48022            0     60.08678    75.510982    27.606776    34364.775   -41263.188  3828000 
  -5822.4192     795.2294   -5027.1898     795.2294            0   -5340.1221   -482.29706    58.059409    273.62357            0    60.039432    77.455044    23.061358    34478.152   -41266.938  3830000 
  -5888.8814    813.61087   -5075.2706    813.61087            0   -5398.7658   -490.11562    59.401433    279.94829            0    59.365955    79.804006    23.380146     34398.17   -41264.377  3832000 
  -5871.9504    780.21422   -5091.7362    780.21422            0   -5384.6162   -487.33423    56.963156    268.45713            0    60.855906    80.548359    23.181469    34362.105   -41268.062  3834000 
  -5873.2949     766.5816   -5106.7133     766.5816            0   -5386.4829   -486.81192    55.967844     263.7664            0     60.21637    80.194364    24.720244     34388.72   -41264.075  3836000 
  -5868.0316    762.38011   -5105.6515    762.38011            0   -5379.1728   -488.85889    55.661094    262.32075            0    59.025847    77.175524    22.863848    34430.303   -41266.561  3838000 
  -5905.5484    779.05899   -5126.4894    779.05899            0   -5410.0522   -495.49617    56.878813    268.05964            0    58.998943     77.01364    23.063237    34373.841   -41265.979  3840000 
  -5879.7903    793.61867   -5086.1716    793.61867            0   -5384.1471   -495.64319     57.94181    273.06935            0    60.171758    78.392263    25.729939    34387.874   -41262.872  3842000 
   -5871.882     753.6328   -5118.2492     753.6328            0    -5386.955   -484.92699    55.022456    259.31096            0    58.986232     80.64802    21.718331    34431.375   -41267.817  3844000 
   -5864.904    756.85519   -5108.0488    756.85519            0   -5375.3635   -489.54051    55.257722    260.41973            0    59.334286    75.563967    25.609861    34416.894   -41265.391  3846000 
   -5885.331    821.16096   -5064.1701    821.16096            0   -5391.2926   -494.03844    59.952663    282.54614            0    59.819197    75.332634    25.487532    34387.719   -41265.982  3848000 
  -5866.8875    781.39104   -5085.4964    781.39104            0   -5380.1013   -486.78618    57.049075    268.86205            0    60.439789     76.71476    23.836984    34399.163   -41266.101  3850000 
  -5841.5872    807.99801   -5033.5891    807.99801            0   -5359.8375   -481.74965    58.991641    278.01701            0     60.00624    77.784705    24.213196    34451.359   -41263.822  3852000 
  -5857.5814    785.90316   -5071.6782    785.90316            0   -5363.1472   -494.43425    57.378503    270.41459            0    59.824698    75.131297    26.040145    34427.915   -41265.075  3854000 
  -5832.8133    804.84219   -5027.9711    804.84219            0   -5336.6074   -496.20594    58.761235    276.93115            0    60.033822    79.564099    25.972654    34457.943   -41263.629  3856000 
   -5881.413    763.30555   -5118.1074    763.30555            0   -5393.0931   -488.31982    55.728661    262.63917            0    58.340094     73.92603    22.065888    34430.608    -41266.21  3858000 
  -5870.5566    780.19783   -5090.3588    780.19783            0   -5379.8014   -490.75523    56.961959    268.45149            0    60.651309    76.894595    28.304441    34392.758   -41265.788  3860000 
  -5876.3712    819.24137   -5057.1298    819.24137            0   -5384.0054   -492.36579    59.812514    281.88564            0    59.960656    74.169269    26.145827    34390.276   -41263.605  3862000 
  -5878.7256    791.23132   -5087.4943    791.23132            0    -5388.165   -490.56053     57.76751    272.24791            0    59.900419    75.872687    24.737304    34395.187   -41267.006  3864000 
  -5880.1819     765.1727   -5115.0092     765.1727            0   -5383.9181   -496.26382     55.86498    263.28163            0     58.71452    74.828574    23.620025    34413.596   -41264.368  3866000 
  -5871.0573    771.22356   -5099.8337    771.22356            0   -5378.6418   -492.41549    56.306752    265.36361            0    59.179132    76.995382    26.578323    34424.058   -41263.885  3868000 
   -5911.549    788.55184   -5122.9971    788.55184            0   -5421.5344   -490.01461    57.571883    271.32595            0    59.110783    77.270278    22.770995    34362.213   -41264.337  3870000 
  -5871.9529     780.2341   -5091.7188     780.2341            0   -5374.7772   -497.17566    56.964607    268.46397            0    59.329512    76.529554     23.77928    34409.436   -41264.565  3872000 
  -5850.8889    795.76344   -5055.1254    795.76344            0   -5366.3641   -484.52473    58.098399    273.80733            0    60.104297    76.670966    26.852736    34434.237   -41264.495  3874000 
  -5896.3615    805.90287   -5090.4586    805.90287            0   -5395.3779   -500.98353    58.838675    277.29612            0    60.414652    76.836598    24.837709    34349.504   -41264.072  3876000 
  -5854.1359    770.31335   -5083.8225    770.31335            0   -5362.2432   -491.89264    56.240297    265.05043            0    58.998406    72.408221    24.084481      34454.4    -41264.56  3878000 
  -5879.8882    751.68399   -5128.2043    751.68399            0   -5389.0045   -490.88377    54.880174    258.64041            0    57.642698    75.738873    25.252635     34458.15   -41264.039  3880000 
  -5850.3914    807.23733   -5043.1541    807.23733            0   -5364.0322    -486.3592    58.936104    277.75528            0    59.276899    79.396926    24.990216    34461.329   -41262.886  3882000 
  -5873.9902     760.4212    -5113.569     760.4212            0   -5380.9297   -493.06051    55.518075    261.64672            0    58.370975    75.355428     25.23499    34454.136    -41265.77  3884000 
  -5884.9911    769.41953   -5115.5716    769.41953            0    -5385.972   -499.01905     56.17504    264.74288            0    58.359766    78.337428    23.206688    34437.057   -41264.876  3886000 
  -5868.8945    772.30015   -5096.5944    772.30015            0   -5367.8702   -501.02429    56.385353    265.73405            0    58.182994    75.725523     26.04855    34458.144   -41264.259  3888000 
  -5884.5498    791.31423   -5093.2355    791.31423            0   -5391.6654   -492.88435    57.773564    272.27644            0    59.630594    78.746063    24.840504    34399.115   -41263.515  3890000 
  -5879.0805    818.42065   -5060.6598    818.42065            0   -5386.5545   -492.52603    59.752594    281.60325            0     58.40927     73.98547    27.779108    34450.301   -41265.454  3892000 
  -5901.3316    799.23885   -5102.0928    799.23885            0   -5401.8755   -499.45618    58.352138    275.00315            0    59.226807     73.90904     24.36399    34391.195   -41266.064  3894000 
  -5826.6004    787.69341   -5038.9069    787.69341            0   -5345.3383   -481.26205    57.509209    271.03058            0    60.171721    75.262349    28.209547    34472.846   -41264.296  3896000 
  -5878.2635    792.49494   -5085.7685    792.49494            0   -5389.7755   -488.48797    57.859767     272.6827            0    59.427296    78.643136    21.603753    34415.832   -41264.718  3898000 
  -5885.8929    778.15563   -5107.7373    778.15563            0   -5395.4964   -490.39655     56.81286    267.74881            0    56.742214    72.195198    21.158487    34477.205   -41265.779  3900000 
   -5902.491    813.78481   -5088.7062    813.78481            0   -5411.0711   -491.41995    59.414133    280.00814            0    58.979814    75.877029     23.59529    34384.712   -41265.395  3902000 
  -5862.9894    775.67457   -5087.3148    775.67457            0   -5366.0973   -496.89206    56.631718    266.89512            0    58.727388    76.764583    22.730052    34452.366   -41263.269  3904000 
  -5896.2209    805.31139   -5090.9095    805.31139            0   -5416.3043   -479.91655    58.795491     277.0926            0    58.750021    76.331276    22.997386    34414.318   -41264.655  3906000 
  -5870.6093    770.83037    -5099.779    770.83037            0   -5386.9192   -483.69017    56.278045    265.22832            0    60.295657    74.646168    23.925634    34390.056   -41265.397  3908000 
  -5857.1622    755.75317    -5101.409    755.75317            0    -5361.636   -495.52617    55.177264    260.04054            0    59.857465    74.623758     28.32846    34424.006   -41264.272  3910000 
  -5882.6096    801.95229   -5080.6573    801.95229            0   -5393.4496      -489.16    58.550244    275.93679            0     58.19881    75.962376    24.934638    34445.203   -41264.804  3912000 
  -5903.7282    777.37035   -5126.3579    777.37035            0   -5406.0283   -497.69995    56.755526    267.47861            0    58.168236    73.811909    24.850237    34413.026   -41263.899  3914000 
  -5860.4074    783.01826   -5077.3892    783.01826            0   -5370.8604   -489.54706    57.167878    269.42195            0     58.24415    75.370633    24.068688    34478.844   -41264.047  3916000 
  -5864.1084     795.8741   -5068.2343     795.8741            0   -5384.6396   -479.46872    58.106478     273.8454            0    58.980012    78.206638     25.55686     34448.47   -41263.968  3918000 
  -5881.2752    823.07216   -5058.2031    823.07216            0   -5395.6276   -485.64759    60.092199    283.20375            0    58.079394    75.486144    22.960265    34461.886   -41264.987  3920000 
  -5919.2518     799.9714   -5119.2804     799.9714            0    -5417.511   -501.74082     58.40562    275.25521            0    59.521166    77.341808     26.17734    34341.837   -41264.071  3922000 
  -5867.8452    803.73073   -5064.1145    803.73073            0   -5381.0293   -486.81591    58.680088    276.54872            0    59.815288    79.114018    23.702312    34414.317   -41264.419  3924000 
  -5838.3534    780.12305   -5058.2303    780.12305            0     -5343.17   -495.18334      56.9565    268.42576            0    59.256015    77.315985    26.279158     34469.75   -41262.557  3926000 
  -5900.7416    806.28746   -5094.4541    806.28746            0   -5415.1338   -485.60782    58.866754    277.42844            0    58.947924    79.831025    23.506325    34398.189   -41266.726  3928000 
  -5884.1198    762.56656   -5121.5532    762.56656            0    -5395.762   -488.35778    55.674707     262.3849            0    60.089956    77.143429    26.410752    34382.837   -41262.476  3930000 
  -5879.6484    804.81193   -5074.8364    804.81193            0   -5378.8001   -500.84823    58.759026    276.92074            0    59.734654    78.087849    25.497482     34394.02   -41266.466  3932000 
   -5857.479    804.32149   -5053.1575    804.32149            0   -5366.3952   -491.08376    58.723219    276.75199            0    60.027108     76.67813    25.657437    34425.969   -41264.298  3934000 
  -5910.6326    773.71928   -5136.9133    773.71928            0    -5419.615   -491.01758    56.488963    266.22234            0    57.671736    75.144572    22.477609     34420.82   -41265.146  3936000 
  -5859.6854    754.91079   -5104.7746    754.91079            0   -5366.4184   -493.26703    55.115762    259.75069            0    57.399992    74.817243    25.825219    34487.681   -41264.495  3938000 
  -5891.0892    816.43988   -5074.6493    816.43988            0   -5392.1382   -498.95101    59.607979     280.9217            0      59.0591    76.114053    22.640157    34399.948    -41263.83  3940000 
  -5836.2632    794.74248   -5041.5207    794.74248            0   -5358.7726   -477.49056    58.023859    273.45603            0    61.154922     79.82326    25.150095    34408.035   -41266.402  3942000 
  -5868.9094    787.67353   -5081.2359    787.67353            0   -5376.7161   -492.19333    57.507757    271.02374            0    58.692363    74.635297    21.420424    34450.232   -41265.082  3944000 
  -5876.2491    747.64121   -5128.6078    747.64121            0   -5388.9048   -487.34426    54.585013    257.24937            0    58.001348    76.767716     24.07196     34452.47   -41265.143  3946000 
  -5855.3281    790.36619   -5064.9619    790.36619            0   -5370.0395   -485.28857    57.704347    271.95023            0    58.616821    78.732574    20.779553    34469.871   -41263.911  3948000 
  -5822.3787    797.83453   -5024.5441    797.83453            0   -5338.8217     -483.557    58.249608    274.51995            0    59.928966    77.465097    25.164727    34473.086   -41264.498  3950000 
   -5808.173    767.17425   -5040.9988    767.17425            0   -5320.0601   -488.11291    56.011113    263.97032            0    59.407491    79.587469    22.815679    34498.793   -41265.064  3952000 
  -5870.5407    777.85408   -5092.6866    777.85408            0   -5380.6523   -489.88837    56.790843    267.64505            0    57.921064    75.020034    21.951639    34467.584   -41265.491  3954000 
  -5874.2393    780.83029    -5093.409    780.83029            0   -5392.7441   -481.49522    57.008135    268.66911            0    58.916594    77.218577     22.52443    34429.802   -41266.888  3956000 
  -5846.1881    783.77202   -5062.4161    783.77202            0   -5348.8842   -497.30393     57.22291     269.6813            0    61.163043    79.877054    22.395163    34393.017   -41265.891  3958000 
   -5899.476    779.45097    -5120.025    779.45097            0   -5406.4983   -492.97771    56.907431    268.19451            0    58.379273    75.470988    23.632763    34395.757   -41267.539  3960000 
  -5887.5717    788.58761   -5098.9841    788.58761            0   -5408.0434   -479.52833    57.574495    271.33826            0    58.823825    78.094404     21.38035    34420.505   -41266.833  3962000 
  -5871.4475    772.41442   -5099.0331    772.41442            0   -5381.5363   -489.91117    56.393695    265.77336            0    59.160887    77.537493    24.697985    34420.964   -41266.166  3964000 
  -5834.3656    786.50014   -5047.8655    786.50014            0   -5334.7363   -499.62928    57.422089       270.62            0    60.937336    77.984136     27.99379    34433.263    -41264.26  3966000 
  -5853.7512    795.48583   -5058.2654    795.48583            0   -5377.3659   -476.38534    58.078131    273.71181            0    57.970572     74.05904    23.601355    34507.365   -41262.591  3968000 
  -5877.3028    781.46318   -5095.8397    781.46318            0   -5387.6638   -489.63901    57.054342    268.88687            0    57.767174    72.893212    23.434164    34465.567   -41262.033  3970000 
  -5849.6708    747.70296   -5101.9678    747.70296            0   -5364.3037   -485.36712    54.589521    257.27061            0     59.59952    77.919413     21.75823    34444.892   -41264.062  3972000 
  -5883.5722      765.346   -5118.2262      765.346            0   -5383.5398   -500.03245    55.877633    263.34125            0    59.048335    77.532837    24.420591    34405.638    -41265.57  3974000 
  -5841.4182    825.88608   -5015.5321    825.88608            0   -5350.8767    -490.5415    60.297642    284.17196            0     60.24748      80.5691    25.068133    34443.718   -41263.983  3976000 
  -5880.1392    745.82425   -5134.3149    745.82425            0   -5386.2584   -493.88078    54.452357    256.62419            0     59.97918    77.803371    25.433521    34388.585   -41263.277  3978000 
  -5856.6418     756.3953   -5100.2465     756.3953            0    -5363.895   -492.74679    55.224145    260.26148            0     58.34929    77.856266    22.224711      34466.5   -41263.594  3980000 
  -5850.6807     780.1701   -5070.5106     780.1701            0    -5360.004   -490.67676    56.959935    268.44195            0    59.115138    78.725821    21.727025    34452.872   -41263.669  3982000 
  -5835.8769    789.25751   -5046.6194    789.25751            0   -5352.2963   -483.58055    57.623404    271.56876            0    59.840779    76.235961    26.342821    34467.843   -41263.007  3984000 
  -5809.3922    784.88364   -5024.5086    784.88364            0   -5331.3624   -478.02986    57.304069    270.06379            0    60.015901    76.067475    24.940898    34496.189   -41264.265  3986000 
  -5886.9423    807.58203   -5079.3603    807.58203            0   -5395.7036   -491.23874     58.96127    277.87388            0    59.619448     78.61164     24.71457     34388.83   -41263.539  3988000 
  -5854.9232    803.92286   -5051.0003    803.92286            0    -5368.099    -486.8242    58.694115    276.61483            0    58.469088    76.356466    21.924654    34475.097   -41265.769  3990000 
  -5876.8067    796.58304   -5080.2236    796.58304            0   -5373.2572   -503.54943    58.158238    274.08934            0     58.55325    76.303563    25.053813    34435.538   -41264.699  3992000 
  -5839.1865    807.95224   -5031.2343    807.95224            0   -5342.3888    -496.7977    58.988299    278.00127            0    58.208566    75.607209    25.290549      34505.3   -41263.601  3994000 
  -5888.7491    782.61908     -5106.13    782.61908            0   -5396.0383   -492.71071    57.138734     269.2846            0    58.159974     74.56237    19.999713    34424.547   -41264.667  3996000 
  -5842.3639    764.31315   -5078.0508    764.31315            0   -5353.0967   -489.26725    55.802225    262.98587            0    59.389997    75.642389    24.792209    34453.552   -41264.702  3998000 
  -5888.2179    790.64479   -5097.5731    790.64479            0   -5384.1295   -504.08842    57.724689     272.0461            0    59.133801    78.709313    21.729589    34401.211   -41264.921  4000000 
  -5879.0549    769.48139   -5109.5735    769.48139            0   -5393.2755   -485.77939    56.179556    264.76417            0    58.910673    79.442052    22.068231    34429.231   -41264.952  4002000 
  -5824.5218    777.04813   -5047.4737    777.04813            0   -5343.5554   -480.96639    56.732001    267.36774            0    59.262038    75.793486    26.386762    34491.229    -41266.66  4004000 
  -5873.1616    741.73166     -5131.43    741.73166            0   -5374.8545   -498.30714    54.153559      255.216            0    59.668958    77.203863    22.050212    34391.111   -41266.542  4006000 
  -5862.6318    785.90115   -5076.7306    785.90115            0   -5375.6999   -486.93188    57.378357     270.4139            0      58.1619    71.732959    25.165587    34482.802   -41265.464  4008000 
  -5878.6465    785.59713   -5093.0494    785.59713            0   -5389.8547   -488.79179     57.35616    270.30929            0    57.156836    71.513974    23.020852     34487.65   -41264.031  4010000 
    -5898.29    790.61258   -5107.6775    790.61258            0   -5403.0768    -495.2132    57.722336    272.03501            0    57.390996    74.917518    23.463796    34446.619   -41264.742  4012000 
  -5861.5252    799.54782   -5061.9774    799.54782            0   -5372.9505   -488.57471    58.374695    275.10946            0    59.262782    76.169723      22.1896    34440.849   -41266.455  4014000 
  -5851.9305    780.94084   -5070.9897    780.94084            0    -5357.823   -494.10753    57.016206    268.70715            0    57.843163    77.555882    21.504924    34486.706   -41264.129  4016000 
  -5880.0352    765.36395   -5114.6712    765.36395            0   -5389.4547   -490.58053    55.878943    263.34743            0    58.995034    76.206393    22.210552    34425.338   -41264.477  4018000 
  -5878.6743    799.00567   -5079.6686    799.00567            0   -5391.5416   -487.13269    58.335113    274.92292            0    59.963656    77.141125     24.51787    34388.619   -41265.365  4020000 
  -5854.9802    759.73858   -5095.2416    759.73858            0   -5365.2432   -489.73699    55.468237    261.41185            0    62.404419    78.597954    25.930259     34344.39   -41263.868  4022000 
  -5882.2817    780.62973    -5101.652    780.62973            0   -5391.4854   -490.79625    56.993492     268.6001            0    58.928179     75.48152    24.437998    34408.173   -41265.888  4024000 
  -5859.9136    798.35318   -5061.5604    798.35318            0    -5370.122   -489.79166    58.287475    274.69841            0     58.10996    78.212562    20.337463    34480.122   -41263.439  4026000 
  -5885.5298    779.26676    -5106.263    779.26676            0   -5394.2782   -491.25162    56.893982    268.13113            0    58.695835    76.555026    22.152645    34424.293   -41266.776  4028000 
  -5856.5052    782.14974   -5074.3554    782.14974            0   -5370.9342   -485.57095    57.104468    269.12311            0    61.029195    78.476034    24.935618    34390.687   -41262.533  4030000 
   -5886.169    777.69558   -5108.4735    777.69558            0   -5397.8831   -488.28591    56.779271    267.59051            0    58.006677    74.899929    25.246821    34452.575    -41265.99  4032000 
   -5846.994    774.81547   -5072.1785    774.81547            0   -5355.6006   -491.39337    56.568995    266.59952            0    59.224116    78.085496    24.297091    34456.416   -41261.322  4034000 
